<<<<<<< HEAD
InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Month,Day,Year,Hour,Revenue,Discount,ProductCategory,Region,Weekday,ReturnFlag,OrderType,PaymentMode,CalculatedRevenue
100229,2590,Laptop,1,266,71674,India,1,10,2025,13,10186,0,Electronics,South,Friday,0,Online,Card,266
100230,5168,Laptop,1,4382,14442,Usa,1,10,2025,14,5959,10,Accessories,South,Friday,0,Online,Card,4372
100231,8708,Phone,4,2698,43841,Germany,1,10,2025,15,551,15,Accessories,South,Friday,0,Online,Card,10777
100232,1175,Laptop,6,315,28565,Usa,1,10,2025,16,19737,0,Electronics,South,Friday,1,Online,Card,1890
100233,7825,Monitor,9,420,43644,Germany,1,10,2025,17,4261,0,Electronics,West,Friday,0,Online,Cash,3780
100234,5434,Phone,2,3643,50386,Usa,1,10,2025,18,7344,5,Electronics,East,Friday,0,Store,Card,7281
100235,7474,Monitor,5,4627,15711,Uk,1,10,2025,19,3492,0,Accessories,North,Friday,0,Store,Cash,23135
100236,6969,Phone,3,3517,87818,India,1,10,2025,20,5090,15,Electronics,North,Friday,0,Online,Cash,10536
100237,4888,Laptop,5,2263,47497,Germany,1,10,2025,21,1685,15,Accessories,West,Friday,0,Online,Upi,11300
100238,3777,Keyboard,4,1604,42292,Usa,1,10,2025,22,7136,0,Electronics,South,Friday,0,Online,Upi,6416
100239,6645,Keyboard,3,2150,23452,India,1,10,2025,23,18988,0,Electronics,South,Friday,0,Online,Card,6450
100240,2261,Monitor,1,1681,99620,India,1,11,2025,0,4862,10,Accessories,West,Saturday,0,Store,Cash,1671
100241,6256,Monitor,1,1437,87002,India,1,11,2025,1,19324,5,Electronics,West,Saturday,1,Store,Cash,1432
100242,1852,Keyboard,5,728,53368,Uk,1,11,2025,2,12862,10,Electronics,East,Saturday,0,Online,Cash,3630
100243,6847,Mouse,3,2887,40105,Usa,1,11,2025,3,17889,15,Electronics,West,Saturday,0,Online,Cash,8646
100244,6658,Laptop,3,1170,52073,Usa,1,11,2025,4,12598,5,Electronics,East,Saturday,0,Online,Cash,3505
100245,1759,Keyboard,1,810,96477,Usa,1,11,2025,5,19783,15,Accessories,West,Saturday,0,Online,Cash,795
100246,7816,Mouse,1,1451,29925,Usa,1,11,2025,6,11256,5,Electronics,South,Saturday,0,Store,Card,1446
100247,4741,Keyboard,2,4014,71606,Usa,1,11,2025,7,16697,0,Electronics,North,Saturday,0,Online,Cash,8028
100248,8081,Monitor,4,2907,91319,Uk,1,11,2025,8,1222,15,Electronics,North,Saturday,0,Online,Cash,11613
100249,1374,Keyboard,2,2506,78052,Usa,1,11,2025,9,18677,5,Electronics,East,Saturday,0,Store,Upi,5007
100250,2614,Keyboard,3,3000,88313,Uk,1,11,2025,10,855,0,Accessories,West,Saturday,1,Store,Card,9000
100251,5445,Laptop,3,2875,95296,India,1,11,2025,11,4353,10,Accessories,South,Saturday,0,Store,Card,8615
100252,2693,Monitor,3,2538,15399,India,1,11,2025,12,14900,10,Electronics,East,Saturday,0,Online,Card,7604
100253,3968,Keyboard,1,4219,31503,India,1,11,2025,13,5509,5,Accessories,East,Saturday,0,Store,Cash,4214
100254,6944,Laptop,2,3678,22997,Germany,1,11,2025,14,1318,0,Accessories,West,Saturday,0,Online,Cash,7356
100255,2300,Mouse,9,1007,61055,Germany,1,11,2025,15,17310,0,Accessories,West,Saturday,0,Online,Cash,9063
100256,7098,Monitor,7,4104,46668,Uk,1,11,2025,16,10495,15,Accessories,East,Saturday,0,Store,Upi,28713
100257,1930,Phone,2,958,13665,Uk,1,11,2025,17,9849,0,Electronics,South,Saturday,0,Online,Cash,1916
100258,2576,Keyboard,3,482,60181,Germany,1,11,2025,18,6664,5,Electronics,South,Saturday,0,Store,Cash,1441
100259,6288,Phone,4,2161,19068,Uk,1,11,2025,19,14480,15,Electronics,South,Saturday,0,Store,Card,8629
100260,8140,Laptop,9,2024,46657,Usa,1,11,2025,20,6630,5,Accessories,West,Saturday,0,Store,Card,18211
100261,2535,Mouse,8,3952,42992,India,1,11,2025,21,11457,5,Electronics,East,Saturday,1,Store,Upi,31611
100262,3699,Phone,7,3506,90422,Germany,1,11,2025,22,3042,15,Electronics,North,Saturday,0,Store,Cash,24527
100263,9325,Laptop,1,386,71424,Usa,1,11,2025,23,6459,15,Accessories,South,Saturday,0,Online,Card,371
100264,9906,Monitor,5,2543,66177,Usa,1,12,2025,0,1046,10,Electronics,South,Sunday,0,Store,Card,12705
100265,6228,Mouse,5,3996,84851,Germany,1,12,2025,1,6054,0,Accessories,East,Sunday,1,Store,Cash,19980
100266,5022,Mouse,6,3692,26247,Uk,1,12,2025,2,7928,5,Accessories,West,Sunday,0,Online,Cash,22147
100267,4121,Keyboard,8,2553,33076,Uk,1,12,2025,3,15089,10,Accessories,North,Sunday,0,Online,Card,20414
100268,6511,Mouse,3,3117,77708,Uk,1,12,2025,4,16533,15,Electronics,East,Sunday,0,Store,Upi,9336
100269,6317,Phone,6,2852,77416,Usa,1,12,2025,5,10875,10,Accessories,East,Sunday,0,Online,Upi,17102
100270,3652,Phone,3,1233,11922,India,1,12,2025,6,18549,10,Accessories,North,Sunday,0,Online,Cash,3689
100271,1205,Keyboard,2,2865,30185,Uk,1,12,2025,7,7508,5,Electronics,North,Sunday,0,Online,Card,5725
100272,2363,Keyboard,3,3408,30438,India,1,12,2025,8,10135,5,Electronics,North,Sunday,1,Store,Upi,10219
100273,9626,Laptop,7,375,10544,Usa,1,12,2025,9,12532,10,Electronics,West,Sunday,0,Store,Cash,2615
100274,4762,Mouse,4,3506,69517,Uk,1,12,2025,10,3950,10,Electronics,North,Sunday,0,Store,Cash,14014
100275,5340,Laptop,7,1323,14897,Uk,1,12,2025,11,8688,0,Accessories,North,Sunday,0,Store,Cash,9261
100276,5203,Phone,7,138,85722,Usa,1,12,2025,12,18049,5,Electronics,South,Sunday,0,Online,Upi,961
100277,8043,Mouse,4,3800,62699,Usa,1,12,2025,13,9763,15,Electronics,East,Sunday,0,Online,Card,15185
100278,1584,Mouse,9,2010,78554,Usa,1,12,2025,14,18656,10,Electronics,South,Sunday,0,Store,Card,18080
100279,1744,Phone,1,2120,54742,Usa,1,12,2025,15,13719,10,Accessories,East,Sunday,1,Online,Cash,2110
100280,3482,Monitor,9,3159,97322,Uk,1,12,2025,16,3814,15,Accessories,South,Sunday,0,Store,Upi,28416
100281,5379,Monitor,1,2846,34338,Germany,1,12,2025,17,9430,5,Accessories,South,Sunday,0,Online,Upi,2841
100282,7039,Laptop,4,3140,60216,Germany,1,12,2025,18,7641,0,Electronics,East,Sunday,0,Online,Card,12560
100283,5415,Keyboard,8,4729,10589,Germany,1,12,2025,19,19023,10,Electronics,East,Sunday,0,Online,Card,37822
100284,4970,Keyboard,7,3290,84959,Uk,1,12,2025,20,7051,5,Electronics,East,Sunday,0,Store,Cash,23025
100285,9439,Mouse,3,326,61120,Usa,1,12,2025,21,9961,15,Accessories,West,Sunday,0,Online,Upi,963
100286,2449,Monitor,8,1189,25831,Germany,1,12,2025,22,13962,0,Electronics,South,Sunday,0,Store,Upi,9512
100287,6144,Phone,2,2303,83583,Uk,1,12,2025,23,19255,5,Electronics,North,Sunday,0,Online,Cash,4601
100288,5879,Mouse,7,2415,99029,Germany,1,13,2025,0,11151,0,Accessories,North,Monday,0,Online,Cash,16905
100289,5260,Mouse,5,1870,16168,Uk,1,13,2025,1,17029,5,Electronics,East,Monday,0,Store,Cash,9345
100290,8267,Mouse,2,1003,86116,Usa,1,13,2025,2,2781,10,Accessories,South,Monday,0,Store,Upi,1996
100291,3402,Phone,9,621,76281,Germany,1,13,2025,3,17873,15,Electronics,South,Monday,0,Store,Cash,5574
100292,9583,Laptop,7,810,41897,Germany,1,13,2025,4,4546,15,Electronics,East,Monday,1,Online,Cash,5655
100293,3983,Phone,1,4758,67108,India,1,13,2025,5,15383,0,Accessories,East,Monday,0,Store,Card,4758
100294,5904,Monitor,1,2038,80685,Germany,1,13,2025,6,10914,15,Electronics,West,Monday,0,Online,Upi,2023
100295,5685,Keyboard,1,4811,53141,Germany,1,13,2025,7,12288,10,Accessories,West,Monday,0,Store,Card,4801
100296,8647,Keyboard,4,1741,69981,India,1,13,2025,8,2306,0,Accessories,East,Monday,0,Store,Card,6964
100297,4949,Phone,4,1626,14350,Usa,1,13,2025,9,10887,0,Electronics,East,Monday,0,Store,Cash,6504
100298,3560,Monitor,7,2498,93276,Usa,1,13,2025,10,2185,15,Accessories,West,Monday,0,Online,Card,17471
100299,1194,Mouse,7,4738,93120,Germany,1,13,2025,11,11257,10,Electronics,North,Monday,0,Store,Cash,33156
100300,4272,Laptop,1,2859,28923,Usa,1,13,2025,12,8424,0,Electronics,West,Monday,0,Online,Upi,2859
100301,8435,Monitor,5,272,52969,Germany,1,13,2025,13,4428,5,Electronics,South,Monday,0,Store,Cash,1355
100302,1089,Laptop,8,1430,31484,Germany,1,13,2025,14,10076,15,Accessories,North,Monday,0,Store,Cash,11425
100303,9064,Laptop,9,4906,45964,India,1,13,2025,15,4680,0,Accessories,East,Monday,0,Online,Card,44154
100304,5884,Phone,3,857,34774,Uk,1,13,2025,16,2114,10,Accessories,West,Monday,0,Online,Card,2561
100305,2262,Keyboard,1,4196,87531,Germany,1,13,2025,17,1166,15,Electronics,North,Monday,0,Online,Cash,4181
100306,3719,Monitor,2,4650,72527,Germany,1,13,2025,18,7157,0,Accessories,North,Monday,0,Online,Upi,9300
100307,5985,Mouse,4,1150,86101,Germany,1,13,2025,19,15038,10,Accessories,East,Monday,0,Store,Card,4590
100308,3840,Laptop,4,2838,81359,Usa,1,13,2025,20,11739,10,Accessories,East,Monday,0,Online,Cash,11342
100309,1977,Laptop,4,3037,75452,Uk,1,13,2025,21,2934,5,Electronics,East,Monday,0,Store,Card,12143
100310,6993,Mouse,1,3989,24998,India,1,13,2025,22,9154,10,Accessories,West,Monday,1,Online,Upi,3979
100311,7049,Laptop,4,4011,84641,India,1,13,2025,23,11851,10,Accessories,West,Monday,0,Online,Cash,16034
100312,2069,Keyboard,3,394,80477,India,1,14,2025,0,5060,5,Accessories,West,Tuesday,0,Online,Cash,1177
100313,3530,Mouse,5,1664,21189,India,1,14,2025,1,3189,5,Electronics,North,Tuesday,0,Store,Card,8315
100314,3194,Keyboard,1,4706,17897,Uk,1,14,2025,2,5352,10,Accessories,South,Tuesday,0,Online,Cash,4696
100315,6934,Keyboard,8,1833,78481,India,1,14,2025,3,1797,0,Electronics,East,Tuesday,0,Store,Card,14664
100316,7571,Mouse,4,1305,45115,India,1,14,2025,4,5223,0,Accessories,West,Tuesday,0,Store,Cash,5220
100317,7542,Keyboard,3,3181,39522,India,1,14,2025,5,10905,10,Accessories,South,Tuesday,1,Online,Upi,9533
100318,9447,Laptop,9,1056,45687,Uk,1,14,2025,6,16130,5,Accessories,East,Tuesday,0,Store,Card,9499
100319,7917,Mouse,7,820,88073,Usa,1,14,2025,7,17525,15,Accessories,North,Tuesday,0,Online,Card,5725
100320,3885,Phone,2,4010,42732,Uk,1,14,2025,8,13624,15,Accessories,West,Tuesday,0,Store,Card,8005
100321,1969,Phone,2,679,43320,Usa,1,14,2025,9,7442,0,Accessories,East,Tuesday,0,Store,Card,1358
100322,6531,Keyboard,1,4466,45934,Uk,1,14,2025,10,18711,15,Electronics,North,Tuesday,0,Online,Upi,4451
100323,9243,Phone,6,1324,14887,Usa,1,14,2025,11,18424,15,Accessories,East,Tuesday,0,Online,Upi,7929
100324,9775,Keyboard,4,623,13371,Germany,1,14,2025,12,7478,5,Electronics,South,Tuesday,0,Online,Cash,2487
100325,3071,Laptop,4,3732,47293,Usa,1,14,2025,13,700,10,Electronics,South,Tuesday,0,Online,Cash,14918
100326,3127,Phone,5,965,11513,Uk,1,14,2025,14,8959,5,Accessories,South,Tuesday,0,Store,Upi,4820
100327,1336,Keyboard,5,1896,78109,India,1,14,2025,15,9581,0,Accessories,West,Tuesday,0,Store,Cash,9480
100328,2271,Monitor,1,1820,48194,India,1,14,2025,16,13699,0,Accessories,West,Tuesday,0,Store,Cash,1820
100329,5993,Monitor,1,2586,55083,Usa,1,14,2025,17,3361,10,Accessories,North,Tuesday,0,Store,Cash,2576
100330,5920,Mouse,8,2419,40245,Germany,1,14,2025,18,11121,10,Accessories,South,Tuesday,0,Online,Upi,19342
100331,4337,Monitor,9,1057,78726,Germany,1,14,2025,19,6657,5,Accessories,South,Tuesday,0,Online,Card,9508
100332,3789,Keyboard,8,1249,48475,Usa,1,14,2025,20,10160,5,Accessories,West,Tuesday,0,Store,Upi,9987
100333,8467,Mouse,9,1051,13174,Usa,1,14,2025,21,962,15,Electronics,South,Tuesday,0,Online,Card,9444
100334,5139,Mouse,5,372,53946,India,1,14,2025,22,10802,10,Electronics,East,Tuesday,0,Online,Upi,1850
100335,8273,Monitor,8,3287,25944,Uk,1,14,2025,23,1189,10,Accessories,North,Tuesday,0,Online,Upi,26286
100336,9667,Mouse,8,2406,63551,Usa,1,15,2025,0,17137,10,Electronics,West,Wednesday,0,Online,Card,19238
100337,3853,Laptop,9,631,60724,Germany,1,15,2025,1,14399,0,Accessories,South,Wednesday,0,Store,Card,5679
100338,2824,Phone,2,1723,52711,Uk,1,15,2025,2,18452,5,Accessories,South,Wednesday,1,Store,Card,3441
100339,9575,Mouse,2,3372,44677,Germany,1,15,2025,3,13263,0,Electronics,East,Wednesday,0,Store,Upi,6744
100340,6712,Monitor,4,1497,63638,Uk,1,15,2025,4,19587,15,Accessories,East,Wednesday,1,Online,Upi,5973
100341,3617,Monitor,5,2063,71215,India,1,15,2025,5,4562,5,Electronics,East,Wednesday,0,Store,Card,10310
100342,6596,Phone,9,3744,89070,Uk,1,15,2025,6,617,0,Electronics,West,Wednesday,0,Online,Upi,33696
100343,5634,Monitor,3,3389,96628,Germany,1,15,2025,7,18072,5,Electronics,South,Wednesday,0,Store,Upi,10162
100344,9148,Monitor,8,3533,17482,Uk,1,15,2025,8,13363,5,Accessories,East,Wednesday,0,Store,Upi,28259
100345,3303,Phone,8,1970,69386,Germany,1,15,2025,9,13915,15,Electronics,South,Wednesday,0,Online,Upi,15745
100346,9921,Phone,9,2471,17618,Usa,1,15,2025,10,6158,0,Accessories,North,Wednesday,0,Online,Upi,22239
100347,9423,Laptop,2,4245,47562,Usa,1,15,2025,11,7055,15,Electronics,South,Wednesday,0,Store,Card,8475
100348,2626,Monitor,3,4374,76715,Germany,1,15,2025,12,13740,0,Accessories,East,Wednesday,0,Online,Upi,13122
100349,2481,Laptop,2,372,58812,India,1,15,2025,13,8449,15,Electronics,North,Wednesday,0,Store,Upi,729
100350,5797,Phone,7,4206,82700,Germany,1,15,2025,14,1983,10,Electronics,East,Wednesday,0,Online,Card,29432
100351,1404,Laptop,7,4477,92153,Uk,1,15,2025,15,6204,10,Electronics,East,Wednesday,0,Online,Cash,31329
100352,3688,Mouse,4,4718,97648,Usa,1,15,2025,16,7994,10,Electronics,East,Wednesday,0,Store,Card,18862
100353,4915,Laptop,1,1416,70568,Uk,1,15,2025,17,16696,0,Accessories,West,Wednesday,0,Store,Upi,1416
100354,9723,Monitor,5,2556,70605,Uk,1,15,2025,18,7206,15,Accessories,South,Wednesday,1,Store,Cash,12765
100355,9930,Laptop,7,308,82285,India,1,15,2025,19,10132,10,Electronics,West,Wednesday,0,Online,Card,2146
100356,2363,Laptop,5,637,30972,Usa,1,15,2025,20,12160,0,Electronics,East,Wednesday,0,Store,Cash,3185
100357,9024,Keyboard,3,2855,37136,Germany,1,15,2025,21,3138,0,Accessories,North,Wednesday,0,Store,Upi,8565
100358,1818,Phone,6,1109,40713,Germany,1,15,2025,22,11850,10,Accessories,South,Wednesday,0,Store,Upi,6644
100359,7736,Keyboard,6,1199,76988,Germany,1,15,2025,23,4433,0,Accessories,South,Wednesday,0,Store,Card,7194
100360,8609,Keyboard,6,1554,41607,India,1,16,2025,0,17623,10,Accessories,North,Thursday,0,Online,Cash,9314
100361,9016,Monitor,8,2350,22548,Germany,1,16,2025,1,6283,5,Accessories,East,Thursday,0,Online,Upi,18795
100362,3010,Keyboard,3,849,81877,Germany,1,16,2025,2,6437,10,Electronics,West,Thursday,0,Online,Upi,2537
100363,9040,Mouse,6,4031,77479,India,1,16,2025,3,8361,15,Electronics,West,Thursday,0,Store,Cash,24171
100364,2043,Keyboard,8,3373,63476,India,1,16,2025,4,7528,15,Accessories,East,Thursday,0,Store,Upi,26969
100365,5669,Laptop,2,3978,89339,India,1,16,2025,5,12056,10,Accessories,North,Thursday,0,Online,Cash,7946
100366,5225,Mouse,3,4637,81265,Usa,1,16,2025,6,14597,10,Electronics,West,Thursday,0,Online,Upi,13901
100367,3843,Monitor,1,3041,91020,Germany,1,16,2025,7,19301,0,Electronics,North,Thursday,0,Online,Cash,3041
100368,1199,Mouse,4,1872,33378,Usa,1,16,2025,8,17818,15,Accessories,South,Thursday,0,Store,Card,7473
100369,7947,Laptop,1,4891,20492,Usa,1,16,2025,9,5607,15,Electronics,West,Thursday,0,Online,Upi,4876
100370,4019,Laptop,7,2872,40738,Germany,1,16,2025,10,12274,0,Accessories,West,Thursday,0,Store,Card,20104
100371,6954,Phone,1,2372,84688,Usa,1,16,2025,11,6903,15,Electronics,North,Thursday,0,Store,Card,2357
100372,4691,Mouse,7,2138,93220,India,1,16,2025,12,16206,0,Accessories,East,Thursday,0,Store,Upi,14966
100373,4362,Laptop,6,293,19894,India,1,16,2025,13,967,10,Accessories,West,Thursday,1,Online,Cash,1748
100374,8975,Monitor,9,4783,86994,Usa,1,16,2025,14,19901,0,Accessories,South,Thursday,0,Online,Cash,43047
100375,1850,Keyboard,4,4115,53055,Uk,1,16,2025,15,7764,0,Electronics,East,Thursday,0,Store,Card,16460
100376,7628,Keyboard,4,3527,83616,Uk,1,16,2025,16,15018,0,Accessories,South,Thursday,0,Store,Cash,14108
100377,7720,Phone,3,1184,71426,Usa,1,16,2025,17,13664,5,Electronics,South,Thursday,0,Online,Upi,3547
100378,4419,Mouse,5,4648,15401,India,1,16,2025,18,7657,5,Electronics,East,Thursday,0,Store,Cash,23235
100379,3361,Keyboard,2,963,53581,India,1,16,2025,19,19279,5,Accessories,North,Thursday,0,Online,Card,1921
100380,1047,Monitor,2,1283,18005,Usa,1,16,2025,20,5710,5,Accessories,West,Thursday,0,Store,Cash,2561
100381,9430,Monitor,9,443,40591,India,1,16,2025,21,14933,10,Accessories,West,Thursday,0,Online,Cash,3977
100382,9528,Mouse,7,1512,78179,Germany,1,16,2025,22,18609,5,Accessories,North,Thursday,0,Online,Cash,10579
100383,3168,Monitor,2,1706,71543,India,1,16,2025,23,2800,10,Accessories,North,Thursday,0,Online,Upi,3402
100384,1287,Monitor,6,3994,73417,Germany,1,17,2025,0,18382,5,Accessories,East,Friday,1,Online,Card,23959
100385,2104,Laptop,3,1698,69478,India,1,17,2025,1,17855,5,Electronics,South,Friday,0,Store,Upi,5089
100386,1608,Laptop,2,4783,11324,Germany,1,17,2025,2,7905,0,Accessories,East,Friday,0,Online,Upi,9566
100387,8479,Monitor,5,1583,62459,Usa,1,17,2025,3,16854,5,Accessories,North,Friday,0,Online,Card,7910
100388,9026,Laptop,8,2670,53650,Germany,1,17,2025,4,623,0,Accessories,West,Friday,0,Online,Cash,21360
100389,2379,Phone,1,3006,57558,Usa,1,17,2025,5,4185,10,Electronics,North,Friday,0,Store,Upi,2996
100390,7719,Laptop,4,4162,29150,Usa,1,17,2025,6,15172,10,Electronics,North,Friday,0,Online,Upi,16638
100391,2613,Phone,9,3782,73515,Uk,1,17,2025,7,18719,15,Electronics,East,Friday,0,Store,Card,34023
100392,4304,Monitor,4,4351,64678,Uk,1,17,2025,8,2957,5,Accessories,South,Friday,1,Online,Card,17399
100393,6393,Keyboard,1,4695,46272,Germany,1,17,2025,9,14424,0,Electronics,North,Friday,0,Online,Card,4695
100394,7478,Mouse,4,675,15091,Uk,1,17,2025,10,2507,15,Electronics,West,Friday,0,Online,Cash,2685
100395,8870,Mouse,7,560,16189,Usa,1,17,2025,11,15764,10,Electronics,East,Friday,0,Online,Cash,3910
100396,1403,Monitor,9,2300,42310,Usa,1,17,2025,12,17978,5,Accessories,South,Friday,0,Online,Card,20695
100397,2767,Monitor,6,836,58370,India,1,17,2025,13,9453,15,Electronics,East,Friday,0,Online,Upi,5001
100398,3524,Mouse,1,2518,99719,Uk,1,17,2025,14,2464,10,Accessories,North,Friday,0,Store,Cash,2508
100399,3792,Keyboard,8,2990,75110,India,1,17,2025,15,4413,10,Accessories,South,Friday,0,Store,Card,23910
100400,9981,Phone,8,1454,53684,Germany,1,17,2025,16,10387,5,Accessories,North,Friday,0,Online,Cash,11627
100401,7995,Mouse,6,580,36924,India,1,17,2025,17,16082,5,Electronics,East,Friday,0,Store,Card,3475
100402,3883,Monitor,9,4826,25174,Uk,1,17,2025,18,10631,5,Accessories,South,Friday,0,Online,Cash,43429
100403,9745,Laptop,7,1916,22667,Usa,1,17,2025,19,9810,10,Electronics,North,Friday,0,Store,Card,13402
100404,5493,Phone,3,4211,16469,Usa,1,17,2025,20,12206,15,Electronics,South,Friday,0,Store,Cash,12618
100405,5506,Laptop,4,3160,92064,Uk,1,17,2025,21,19364,15,Electronics,West,Friday,0,Online,Cash,12625
100406,4902,Mouse,5,3344,11428,Uk,1,17,2025,22,15894,5,Electronics,West,Friday,0,Store,Card,16715
100407,2294,Keyboard,5,3924,87736,Uk,1,17,2025,23,3490,15,Electronics,North,Friday,0,Store,Card,19605
100408,9408,Mouse,6,1399,62515,India,1,18,2025,0,4331,10,Electronics,North,Saturday,0,Store,Upi,8384
100409,1125,Laptop,7,1166,65658,Uk,1,18,2025,1,7430,0,Accessories,East,Saturday,0,Store,Cash,8162
100410,2568,Monitor,1,4984,96277,Uk,1,18,2025,2,5784,15,Accessories,East,Saturday,1,Store,Card,4969
100411,3066,Laptop,6,3373,80793,India,1,18,2025,3,14843,0,Electronics,West,Saturday,0,Online,Upi,20238
100412,3513,Phone,1,1531,23241,Uk,1,18,2025,4,19848,0,Electronics,West,Saturday,0,Online,Cash,1531
100413,2186,Laptop,5,3264,97191,Germany,1,18,2025,5,11659,0,Accessories,West,Saturday,0,Online,Cash,16320
100414,1161,Mouse,4,2028,25846,Uk,1,18,2025,6,17860,10,Electronics,North,Saturday,0,Store,Upi,8102
100415,7098,Phone,2,4312,61232,Usa,1,18,2025,7,8948,0,Electronics,North,Saturday,0,Online,Card,8624
100416,9722,Laptop,9,2590,67657,Germany,1,18,2025,8,13916,10,Electronics,North,Saturday,0,Store,Upi,23300
100417,2096,Laptop,3,1637,31976,Usa,1,18,2025,9,14181,10,Electronics,South,Saturday,0,Store,Card,4901
100418,3668,Monitor,1,3482,66723,Germany,1,18,2025,10,6227,10,Accessories,East,Saturday,0,Online,Cash,3472
100419,5556,Laptop,4,3775,67492,Uk,1,18,2025,11,14800,5,Electronics,West,Saturday,0,Store,Card,15095
100420,9346,Phone,7,1925,98186,India,1,18,2025,12,10938,5,Electronics,East,Saturday,0,Store,Upi,13470
100421,7247,Keyboard,1,3784,92312,India,1,18,2025,13,11757,10,Electronics,West,Saturday,0,Store,Upi,3774
100422,7894,Phone,5,1247,45972,Germany,1,18,2025,14,5416,5,Electronics,South,Saturday,0,Online,Upi,6230
100423,6229,Mouse,4,1272,72112,Usa,1,18,2025,15,6722,10,Accessories,East,Saturday,0,Store,Cash,5078
100424,4752,Laptop,8,4149,83883,Germany,1,18,2025,16,17229,10,Electronics,North,Saturday,0,Online,Cash,33182
100425,2797,Phone,1,3143,12361,Germany,1,18,2025,17,12565,10,Electronics,North,Saturday,0,Store,Upi,3133
100426,8777,Monitor,1,272,71633,Usa,1,18,2025,18,3042,5,Electronics,West,Saturday,0,Online,Upi,267
100427,8236,Phone,6,3408,92541,Germany,1,18,2025,19,11132,0,Accessories,South,Saturday,0,Online,Card,20448
100428,1225,Mouse,2,1598,20821,Usa,1,18,2025,20,12562,10,Accessories,East,Saturday,0,Store,Cash,3186
100429,7437,Keyboard,7,1444,77830,India,1,18,2025,21,16054,5,Accessories,West,Saturday,0,Online,Cash,10103
100430,1759,Keyboard,3,2177,15432,India,1,18,2025,22,17133,5,Accessories,East,Saturday,0,Store,Cash,6526
100431,7650,Keyboard,6,2313,46164,India,1,18,2025,23,13242,0,Electronics,North,Saturday,0,Online,Card,13878
100432,8432,Mouse,1,4470,83753,India,1,19,2025,0,742,10,Electronics,East,Sunday,0,Store,Card,4460
100433,2179,Mouse,7,2235,98873,Uk,1,19,2025,1,10187,15,Accessories,West,Sunday,0,Store,Upi,15630
100434,4904,Monitor,5,1553,75498,India,1,19,2025,2,4529,15,Accessories,South,Sunday,1,Store,Upi,7750
100435,2113,Laptop,1,3890,74950,Uk,1,19,2025,3,864,5,Electronics,South,Sunday,0,Online,Cash,3885
100436,6104,Mouse,3,2759,33323,Uk,1,19,2025,4,18509,0,Accessories,East,Sunday,0,Store,Upi,8277
100437,9347,Mouse,1,103,84288,India,1,19,2025,5,3755,0,Accessories,East,Sunday,0,Store,Card,103
100438,1727,Laptop,1,3197,69299,India,1,19,2025,6,5291,5,Electronics,North,Sunday,0,Store,Upi,3192
100439,4577,Laptop,7,2555,94884,India,1,19,2025,7,7063,0,Electronics,North,Sunday,0,Online,Upi,17885
100440,9757,Keyboard,4,2915,64257,India,1,19,2025,8,9578,0,Accessories,East,Sunday,0,Store,Cash,11660
